Address,Employment_Status,Rent_vs_Own,Household_Size,Average_Age_of_Residents,Median_Household_Income
51 Church Road,Full-Time,Own,5,26,55932.12869
77 Cobbler’s Alley,Full-Time,Rent,5,32,49181.99365
172 Bluebell View,Full-Time,Own,5,47,55148.54928
39 Academic Crescent,Unemployed,Rent,2,38,11194.64229
5 Exam Square,Full-Time,Own,5,55,53662.63085
57 Lab Street,Unemployed,Rent,6,43,11997.21841
20 College Road,Unemployed,Rent,2,54,8315.545218
164 Graduation Way,Unemployed,Rent,2,40,11328.83095
178 Lavender Park,Part-Time,Rent,2,36,26602.92446
140 Queen Avenue,Part-Time,Own,6,48,31526.5977
53 Silverleaf Way,Full-Time,Own,3,56,56343.03017
162 Cobbler’s Alley,Full-Time,Rent,2,43,52991.43115
162 Willow Heights,Full-Time,Own,3,29,45472.23707
17 Cobbler’s Alley,Full-Time,Rent,2,26,46135.27068
30 Birch Grove,Full-Time,Own,2,56,52002.6208
87 The Green,Full-Time,Own,2,51,58108.35392
26 Bell Tower Street,Full-Time,Own,4,26,53139.86434
111 Exam Square,Unemployed,Rent,3,46,9697.415165
159 Bluebell View,Part-Time,Own,3,58,34377.88237
194 Faculty Court,Part-Time,Own,4,51,27584.02937
88 Abbey Lane,Full-Time,Own,5,41,50534.32436
100 Scholar’s Walk,Full-Time,Own,2,47,46189.51988
125 College Crescent,Full-Time,Own,1,34,55700.2727
105 Library Lane,Full-Time,Own,3,46,44012.12553
40 Silverleaf Way,Part-Time,Own,3,39,31870.09285
140 Graduation Way,Full-Time,Rent,1,40,53194.75638
100 Parliament Street,Full-Time,Own,1,52,58622.4689
13 Alumni Grove,Full-Time,Rent,6,59,48823.91609
41 The Old Yard,Full-Time,Own,1,56,49926.60745
22 Scholar’s Walk,Unemployed,Rent,4,48,10394.87282
121 Faculty Court,Unemployed,Rent,2,45,8507.651511
80 Oak Lane,Full-Time,Rent,2,43,49101.33826
3 Research Boulevard,Full-Time,Own,1,56,43002.11886
150 School House Lane,Retired,Rent,2,58,27877.98646
113 Exam Square,Unemployed,Rent,5,42,9307.832067
40 Queen Avenue,Full-Time,Own,2,35,48737.4437
14 Exchange Place,Full-Time,Rent,6,35,45662.5777
69 Primrose Avenue,Full-Time,Rent,5,42,45143.38962
68 Dean’s View,Part-Time,Own,4,25,35850.49688
74 Exchange Place,Full-Time,Own,2,25,56658.65621
107 Dahlia Court,Full-Time,Own,2,48,48982.70438
104 Academic Crescent,Unemployed,Rent,3,46,11313.67021
187 Study Mews,Unemployed,Rent,2,31,10706.58117
152 Clock Tower Road,Full-Time,Own,3,41,48185.89596
141 Union Street,Full-Time,Own,6,36,40560.0233
70 Faculty Court,Unemployed,Rent,1,25,11654.09888
52 Bridge Street,Full-Time,Own,3,27,44536.81409
123 Study Mews,Unemployed,Rent,1,54,10898.94823
194 Dean’s View,Full-Time,Own,2,47,56308.22341
1 Church Road,Retired,Own,1,32,25867.70506
21 Magnolia Row,Full-Time,Rent,6,41,53135.50153
124 Professor’s Close,Full-Time,Own,3,30,41375.19966
74 Exam Square,Full-Time,Own,1,36,51208.40253
116 Chancellor Road,Unemployed,Rent,3,45,9186.232486
3 Chancellor Road,Full-Time,Own,6,35,51357.47308
134 Campus Avenue,Full-Time,Own,1,26,52083.8114
67 Clock Tower Road,Part-Time,Own,6,44,24879.70954
21 Freshers Row,Unemployed,Rent,5,44,9748.615924
161 Station Road,Full-Time,Own,2,55,56940.0587
1 Pillory Hill,Full-Time,Own,2,48,42420.10354
109 Maple Drive,Full-Time,Own,3,46,54983.8002
165 Academic Crescent,Full-Time,Rent,1,33,51038.39638
63 Albert Walk,Full-Time,Rent,5,41,52284.44441
160 Castle Lane,Full-Time,Rent,2,58,40435.84489
180 Poppy Crescent,Part-Time,Own,3,35,34365.68318
66 School House Lane,Part-Time,Own,2,30,34832.08395
153 Faculty Court,Part-Time,Rent,6,47,31482.67612
193 Abbey Lane,Full-Time,Rent,5,50,59762.06825
191 The Old Yard,Part-Time,Own,2,33,27623.83395
24 The Old Yard,Part-Time,Rent,6,32,26505.64748
29 Study Mews,Unemployed,Rent,6,50,8587.353667
95 Rosehip Road,Full-Time,Rent,6,36,43613.95405
86 Ivy Boulevard,Full-Time,Rent,4,57,40685.51099
194 Magnolia Row,Part-Time,Own,6,31,32441.16352
174 Castle View,Full-Time,Own,5,40,55463.63157
135 Study Mews,Retired,Own,1,50,20117.40703
144 Chapel Walk,Part-Time,Rent,5,49,26804.38955
39 Varsity Place,Unemployed,Rent,3,59,8872.523859
125 Union Street,Part-Time,Rent,1,53,31607.68154
43 School House Lane,Full-Time,Rent,2,52,55757.13633
107 Victoria Parade,Full-Time,Rent,5,40,54370.78412
14 Chestnut Mews,Part-Time,Own,1,43,33144.26483
86 Cross Keys Way,Full-Time,Own,2,30,54253.20003
18 Cathedral Row,Part-Time,Own,6,51,33125.43653
21 Faculty Court,Unemployed,Rent,5,27,10247.53289
76 Sycamore Way,Full-Time,Rent,1,58,50919.75205
95 Lab Street,Full-Time,Own,6,41,56445.95836
153 College Road,Unemployed,Rent,3,56,10448.79467
176 Study Mews,Full-Time,Rent,6,48,42917.91239
35 Lab Street,Full-Time,Own,2,59,57317.83642
78 Ivy Boulevard,Full-Time,Rent,2,59,49635.6136
22 Albert Walk,Part-Time,Own,3,56,27025.14046
160 Cobbler’s Alley,Retired,Rent,2,39,23755.6339
33 School House Lane,Full-Time,Rent,1,49,51396.44578
92 Church Road,Retired,Own,1,45,23937.84214
178 Exam Square,Part-Time,Rent,4,47,30731.77883
10 Ivy Boulevard,Full-Time,Own,6,31,51038.51813
199 King Street,Full-Time,Own,1,29,51312.55948
110 Dean’s View,Unemployed,Rent,3,38,9276.711348
114 Magnolia Row,Full-Time,Own,3,43,57238.89146
132 Market Lane,Full-Time,Rent,4,31,50645.7077
199 Scholar’s Walk,Full-Time,Own,5,32,40915.09319
185 Oak Lane,Full-Time,Own,3,28,45890.50981
75 Primrose Avenue,Full-Time,Own,2,30,54341.49148
80 Chancellor Road,Retired,Rent,1,34,26655.8175
171 Town Gate,Part-Time,Own,1,38,26336.08774
10 Victoria Parade,Full-Time,Own,3,37,59964.64084
29 Grand Arcade,Retired,Own,2,31,26259.18993
65 Heritage Close,Full-Time,Own,6,45,46542.32349
15 Graduation Way,Unemployed,Rent,2,57,9570.402826
28 Stable Mews,Full-Time,Own,6,35,58392.49205
97 Dahlia Court,Full-Time,Rent,3,30,48622.48492
121 Clock Tower Road,Full-Time,Rent,2,35,44821.91945
61 Exchange Place,Part-Time,Own,4,58,28124.22943
99 Birch Grove,Part-Time,Own,5,54,30362.14903
41 Faculty Court,Full-Time,Own,4,33,43154.01175
143 Chancellor Road,Full-Time,Own,3,31,41019.56356
63 Magnolia Row,Part-Time,Rent,5,42,28843.84599
130 College Road,Unemployed,Rent,3,53,11585.01196
11 Albert Walk,Part-Time,Own,6,45,35125.24347
44 Castle Lane,Full-Time,Own,6,38,56646.38888
74 Friar’s Court,Full-Time,Own,6,40,43408.32822
155 Station Road,Full-Time,Own,3,55,50557.67994
68 Exam Square,Full-Time,Own,5,35,53536.07999
79 Chancellor Road,Full-Time,Rent,2,56,53118.7223
129 Queen Avenue,Full-Time,Own,1,50,45411.2647
45 Magnolia Row,Part-Time,Rent,3,57,28057.6657
73 Silverleaf Way,Part-Time,Own,4,35,35611.08941
50 Dean’s View,Retired,Rent,2,44,24267.48993
54 Mill Street,Full-Time,Own,2,37,52964.97391
158 Varsity Place,Full-Time,Own,3,58,50013.33824
53 Library Lane,Full-Time,Own,5,57,57095.55677
173 Silverleaf Way,Full-Time,Own,1,28,56753.77038
45 Victoria Parade,Full-Time,Own,2,32,52978.40955
138 Prince’s Gate,Full-Time,Own,6,35,58634.39052
173 Butcher’s Row,Full-Time,Own,1,26,44154.80376
168 Dahlia Court,Part-Time,Rent,4,46,30438.63231
71 Rosehip Road,Part-Time,Own,1,28,26813.61604
156 Bluebell View,Full-Time,Own,3,39,55440.83246
38 Dean’s View,Full-Time,Own,6,36,52254.04219
129 Town Gate,Full-Time,Own,4,57,42078.45298
142 Silverleaf Way,Part-Time,Rent,1,56,35866.02676
116 Primrose Avenue,Full-Time,Own,5,30,41674.52674
57 Seminar Terrace,Full-Time,Own,1,25,53745.52911
165 Willow Heights,Full-Time,Own,3,44,52080.90115
105 Research Boulevard,Unemployed,Rent,2,29,9656.803987
5 Town Gate,Part-Time,Rent,2,26,34330.57593
57 King Street,Part-Time,Own,2,38,28194.06839
90 Dean’s View,Full-Time,Rent,5,41,56458.84063
35 Freshers Row,Part-Time,Rent,1,42,31120.16426
42 Campus Avenue,Part-Time,Rent,6,41,28710.19848
102 Old Forge Lane,Full-Time,Rent,6,55,46877.30722
122 Rosehip Road,Full-Time,Rent,4,55,45221.11215
127 Merchant Street,Full-Time,Own,1,43,40343.89295
92 Juniper Walk,Part-Time,Own,2,56,31449.29452
170 Lecture Hall Lane,Full-Time,Rent,2,41,49089.02468
65 Blossom Rise,Full-Time,Own,4,48,46744.09267
89 Heritage Close,Full-Time,Rent,1,28,43510.04303
70 Chancellor Road,Full-Time,Own,2,29,40018.90202
38 Willow Heights,Full-Time,Own,4,25,53514.67404
109 Varsity Place,Unemployed,Rent,3,50,11438.89456
28 Union Street,Full-Time,Rent,2,27,47031.09868
42 Scholar’s Walk,Full-Time,Own,3,47,50823.59053
20 Pillory Hill,Part-Time,Rent,1,37,31177.86601
22 The Old Yard,Retired,Rent,1,46,22471.76174
87 Study Mews,Unemployed,Rent,6,55,9951.860628
175 Ivy Boulevard,Full-Time,Rent,1,32,53315.20951
118 Maple Drive,Full-Time,Own,5,54,57525.61866
156 Academic Crescent,Full-Time,Rent,4,36,56135.23693
175 Library Lane,Full-Time,Own,5,46,57386.61289
72 Lavender Park,Full-Time,Own,4,39,59937.79596
49 Lavender Park,Full-Time,Own,2,54,45245.21375
190 Ivy Boulevard,Part-Time,Own,1,48,32718.63307
5 Old Forge Lane,Full-Time,Own,1,26,51719.68755
165 Cobbler’s Alley,Part-Time,Rent,1,25,27474.18167
73 Crown Street,Full-Time,Rent,4,44,56975.9816
92 Willow Heights,Full-Time,Rent,4,50,55784.17442
2 Bluebell View,Part-Time,Own,5,32,33856.92888
86 Silverleaf Way,Retired,Own,1,43,29969.76422
117 Dean’s View,Unemployed,Rent,3,55,9235.764406
48 Lavender Park,Part-Time,Own,5,39,35696.67516
198 Church Road,Full-Time,Rent,5,26,44191.44044
154 Poppy Crescent,Full-Time,Rent,1,26,41813.11847
16 Faculty Court,Unemployed,Rent,1,53,8041.02051
187 Campus Avenue,Full-Time,Rent,4,57,44685.89717
135 Professor’s Close,Part-Time,Rent,3,34,27750.79116
8 The Old Yard,Full-Time,Own,1,45,46183.25127
130 Cross Keys Way,Part-Time,Own,5,45,35159.17556
163 Pillory Hill,Full-Time,Own,3,37,46261.4602
195 Freshers Row,Part-Time,Own,5,40,31911.24627
24 Bluebell View,Part-Time,Rent,5,43,35824.33788
101 Clock Tower Road,Full-Time,Rent,5,48,45878.85968
116 Bridge Street,Full-Time,Own,2,47,59506.31757
38 Oak Lane,Part-Time,Rent,5,28,33151.81653
120 Alumni Grove,Retired,Own,1,55,28125.04055
194 Varsity Place,Full-Time,Rent,1,32,51373.78433
2 Station Road,Full-Time,Own,5,49,55552.49146
166 Mill Street,Full-Time,Own,6,47,52200.12124
138 The Green,Retired,Rent,2,35,24847.77017
74 Professor’s Close,Unemployed,Rent,4,52,11416.73065
24 High Street,Part-Time,Own,6,47,33848.87812
40 Sycamore Way,Full-Time,Own,2,58,47919.1494
100 Blossom Rise,Full-Time,Rent,2,35,40829.57624
116 Ivy Boulevard,Part-Time,Own,3,32,35112.60619
27 Varsity Place,Unemployed,Rent,5,58,11129.38849
27 Birch Grove,Full-Time,Rent,5,32,57155.82638
108 Blossom Rise,Retired,Rent,2,41,20237.00269
20 Friar’s Court,Full-Time,Own,5,46,57481.37567
80 High Street,Full-Time,Own,3,32,49377.74734
177 Lecture Hall Lane,Unemployed,Rent,1,25,11641.47741
27 Cedar Crescent,Part-Time,Own,2,38,32305.54675
22 Campus Avenue,Unemployed,Rent,2,29,9702.601301
48 Queen Avenue,Retired,Own,1,51,21237.1757
182 King Street,Full-Time,Own,5,47,51152.71732
39 Albert Walk,Full-Time,Own,2,36,54178.49087
12 Poppy Crescent,Part-Time,Rent,4,54,34848.6907
46 Horizon Close,Part-Time,Own,3,32,34623.71893
131 Alumni Grove,Unemployed,Rent,4,26,9034.58439
155 Ivy Boulevard,Full-Time,Own,6,29,41501.27216
173 Dean’s View,Unemployed,Rent,5,37,9878.967515
133 Crown Street,Retired,Rent,1,41,22764.30068
191 Mill Street,Part-Time,Rent,3,59,27809.08981
85 Mill Street,Part-Time,Rent,3,39,32009.01058
89 Seminar Terrace,Part-Time,Rent,3,36,32959.24461
61 School House Lane,Full-Time,Own,6,59,54670.57503
131 Seminar Terrace,Retired,Rent,1,27,28172.22932
45 Abbey Lane,Part-Time,Own,2,34,24521.5454
18 Faculty Court,Unemployed,Rent,5,26,11861.55426
44 Sycamore Way,Full-Time,Rent,4,39,46769.43233
37 Aspen Gardens,Part-Time,Own,3,31,28405.22209
27 Union Street,Part-Time,Own,1,44,31584.56503
152 Bluebell View,Part-Time,Rent,2,32,26704.76708
134 Sycamore Way,Full-Time,Own,5,50,53556.74813
17 Manor Row,Full-Time,Own,6,32,45249.10245
44 George Square,Full-Time,Rent,5,54,54036.03332
131 Birch Grove,Full-Time,Own,1,44,56356.0117
163 Victoria Parade,Full-Time,Own,6,55,58004.38229
83 Mill Street,Full-Time,Own,3,53,48164.36109
145 Lecture Hall Lane,Unemployed,Rent,1,54,11228.19303
137 Willow Heights,Retired,Rent,2,55,24650.74235
9 Oak Lane,Part-Time,Own,6,28,26950.60186
67 Cobbler’s Alley,Full-Time,Own,5,53,54630.95097
171 The Green,Full-Time,Own,6,54,45890.26312
158 Scholar’s Walk,Part-Time,Own,3,46,26048.70123
65 Exam Square,Full-Time,Own,2,56,42423.87037
193 Crown Street,Full-Time,Rent,4,36,47954.32952
4 The Green,Full-Time,Own,4,54,54920.53719
27 George Square,Full-Time,Own,3,29,56278.02191
2 Market Cross Road,Full-Time,Own,5,26,56692.5165
168 Market Lane,Full-Time,Rent,5,30,48560.07294
136 College Road,Unemployed,Rent,6,59,8151.158074
61 Dean’s View,Unemployed,Rent,6,34,8713.48164
125 Manor Row,Full-Time,Rent,3,40,43906.54406
109 Exchange Place,Full-Time,Own,1,46,50075.89582
55 Castle Lane,Full-Time,Own,1,38,58317.15202
7 Horizon Close,Full-Time,Rent,1,40,42605.65597
77 Horizon Close,Part-Time,Rent,5,25,24404.03017
125 School House Lane,Full-Time,Rent,3,44,58011.81607
63 Bell Tower Street,Full-Time,Rent,5,56,56442.60176
24 Albert Walk,Full-Time,Own,3,26,59259.82237
178 Faculty Court,Unemployed,Rent,2,46,10801.32597
26 Graduation Way,Unemployed,Rent,1,29,10442.69615
44 Campus Avenue,Retired,Own,2,26,21231.86294
106 Horizon Close,Part-Time,Own,5,56,30908.07736
67 Queen Avenue,Part-Time,Rent,3,35,33489.71226
39 The Green,Full-Time,Rent,6,50,57386.70477
53 Parliament Street,Part-Time,Own,6,55,34441.19666
196 Bluebell View,Retired,Own,2,39,23034.96487
70 Library Lane,Full-Time,Own,4,36,43799.29039
108 Scholar’s Walk,Full-Time,Own,2,50,42968.86534
130 Birch Grove,Full-Time,Own,4,35,52881.21622
62 College Road,Unemployed,Rent,3,46,8280.07837
146 School House Lane,Part-Time,Own,6,52,34447.22554
115 Union Street,Unemployed,Rent,6,46,11231.22759
31 Bell Tower Street,Full-Time,Own,6,45,40138.72387
22 Old Forge Lane,Retired,Own,1,34,25875.01218
29 Heritage Close,Full-Time,Rent,5,49,52663.26912
138 Exam Square,Full-Time,Rent,6,38,58122.20044
34 School House Lane,Full-Time,Rent,1,59,50696.66248
151 Maple Drive,Full-Time,Rent,1,33,41034.32149
124 Primrose Avenue,Full-Time,Own,3,28,53668.45276
192 Cobbler’s Alley,Full-Time,Own,1,39,46990.0158
49 Study Mews,Unemployed,Rent,3,53,10038.24119
96 Dean’s View,Unemployed,Rent,6,34,8957.145479
23 Lecture Hall Lane,Part-Time,Own,1,57,34325.45218
192 Varsity Place,Full-Time,Own,6,31,51761.8609
146 Town Gate,Full-Time,Rent,2,41,54904.05359
178 High Street,Full-Time,Own,4,28,43008.16062
150 Seminar Terrace,Unemployed,Rent,1,34,10260.22914
135 Pillory Hill,Part-Time,Own,2,25,27618.41185
79 Ivy Boulevard,Part-Time,Own,4,44,24306.48288
136 Exam Square,Full-Time,Own,5,31,54571.78963
141 Castle Lane,Full-Time,Own,4,33,59582.60715
133 Maple Drive,Part-Time,Own,4,56,32734.30913
7 Study Mews,Part-Time,Own,2,52,25008.62981
122 Library Lane,Full-Time,Own,3,52,52599.91261
137 The Green,Full-Time,Own,6,26,56574.78033
89 Merchant Street,Retired,Rent,2,28,21613.03996
68 Church Road,Full-Time,Own,2,41,59617.58701
199 Silverleaf Way,Part-Time,Rent,4,30,31483.4274
180 Stable Mews,Full-Time,Own,4,32,59641.1829
44 Cross Keys Way,Part-Time,Own,2,36,31561.97148
46 Exam Square,Full-Time,Own,1,43,53373.96785
87 Library Lane,Full-Time,Rent,4,53,55191.75474
58 Juniper Walk,Full-Time,Own,6,56,56076.33925
158 Lab Street,Full-Time,Rent,4,52,57568.19677
185 Exam Square,Full-Time,Rent,6,29,55041.57123
89 Graduation Way,Full-Time,Own,5,36,49188.97769
138 Pillory Hill,Part-Time,Own,3,29,27046.266
129 Victoria Parade,Full-Time,Rent,6,57,47942.7359
59 Ivy Boulevard,Full-Time,Own,2,55,58397.27512
148 Lab Street,Unemployed,Rent,4,49,11452.23957
188 Ivy Boulevard,Part-Time,Own,1,31,28347.66779
144 Chancellor Road,Unemployed,Rent,1,49,9693.046266
190 Primrose Avenue,Part-Time,Rent,5,53,27530.91701
131 Lab Street,Full-Time,Rent,1,35,52440.74094
172 Campus Avenue,Unemployed,Rent,2,45,9440.163407
96 Merchant Street,Full-Time,Rent,1,47,56069.49482
24 Ivy Boulevard,Part-Time,Own,5,30,29712.53611
1 Prince’s Gate,Full-Time,Own,6,47,44402.44817
133 Aspen Gardens,Part-Time,Own,5,34,29349.10613
8 Lab Street,Unemployed,Rent,1,59,10940.79179
49 Rosehip Road,Full-Time,Own,6,29,49074.87434
176 Friar’s Court,Full-Time,Own,4,42,51441.46167
30 Professor’s Close,Retired,Own,1,45,29140.63499
53 Chancellor Road,Full-Time,Own,4,39,54260.48001
84 Castle View,Full-Time,Rent,5,36,59936.75358
30 Scholar’s Walk,Retired,Own,2,31,20765.69448
135 Graduation Way,Part-Time,Own,1,52,33004.66653
33 Butcher’s Row,Full-Time,Rent,6,59,54653.90553
51 Dean’s View,Part-Time,Own,3,31,25306.43121
168 Lecture Hall Lane,Full-Time,Own,2,42,59318.77285
23 Campus Avenue,Full-Time,Rent,6,50,50233.39296
59 Rosehip Road,Full-Time,Own,5,58,44408.89449
147 Lecture Hall Lane,Full-Time,Own,5,38,43728.50257
82 Professor’s Close,Full-Time,Rent,3,39,42552.85584
73 Chancellor Road,Full-Time,Rent,5,40,43869.88294
164 Bluebell View,Full-Time,Rent,5,47,58494.20599
97 Crown Street,Full-Time,Own,5,58,52698.04372
169 Lab Street,Full-Time,Own,4,44,42493.71554
104 King Street,Full-Time,Rent,4,43,58432.85772
90 College Crescent,Full-Time,Own,6,34,41075.75695
161 Heritage Close,Part-Time,Own,2,58,28909.00865
194 Mill Street,Full-Time,Rent,3,32,54852.52273
21 Exchange Place,Full-Time,Own,1,45,56439.7167
65 Library Lane,Unemployed,Rent,6,25,11372.4038
164 Scholar’s Walk,Full-Time,Own,3,42,58903.64925
67 Scholar’s Walk,Retired,Own,2,47,22678.82009
92 College Road,Retired,Own,1,40,23824.83189
85 Market Cross Road,Part-Time,Own,3,49,31606.93084
11 Bell Tower Street,Full-Time,Rent,1,29,57532.36163
179 Graduation Way,Unemployed,Rent,4,35,10403.86602
102 Study Mews,Unemployed,Rent,6,30,9088.34754
172 The Old Yard,Part-Time,Own,6,38,33624.22035
33 Lecture Hall Lane,Full-Time,Own,4,50,58039.80303
178 Clock Tower Road,Full-Time,Rent,3,51,40167.12875
98 Scholar’s Walk,Full-Time,Rent,3,38,40101.35124
30 Cobbler’s Alley,Full-Time,Own,1,53,59079.99309
73 Chestnut Mews,Full-Time,Own,1,42,51130.06267
174 Ivy Boulevard,Full-Time,Rent,3,42,41765.49295
180 Manor Row,Full-Time,Own,1,38,47129.0185
39 King Street,Part-Time,Own,2,31,30807.1448
36 Scholar’s Walk,Full-Time,Own,6,52,52504.49263
8 Church Road,Full-Time,Own,3,29,43263.30607
74 King Street,Part-Time,Own,5,39,34080.6105
166 Academic Crescent,Full-Time,Own,1,58,50897.97223
34 Old Forge Lane,Full-Time,Rent,5,28,50818.17872
118 Professor’s Close,Unemployed,Rent,2,41,8249.023326
91 Blossom Rise,Part-Time,Own,2,25,33025.81985
106 Juniper Walk,Part-Time,Own,4,34,24966.73673
140 Varsity Place,Full-Time,Rent,6,58,49265.00399
1 Lecture Hall Lane,Unemployed,Rent,6,57,10356.25554
176 Academic Crescent,Full-Time,Own,5,51,44229.5923
170 Church Road,Full-Time,Rent,5,48,49643.15967
151 Seminar Terrace,Unemployed,Rent,6,52,9145.773891
19 Dahlia Court,Full-Time,Own,5,43,54192.34719
82 Poppy Crescent,Full-Time,Own,2,26,50672.6827
144 Professor’s Close,Unemployed,Rent,4,25,8370.482187
102 Pillory Hill,Full-Time,Own,2,49,51997.46663
176 Alumni Grove,Unemployed,Rent,6,27,8545.04773
119 Exam Square,Unemployed,Rent,3,31,8010.999117
55 Bluebell View,Full-Time,Rent,5,49,42925.23738
151 Bell Tower Street,Part-Time,Own,5,39,24051.56211
12 Prince’s Gate,Full-Time,Rent,4,28,59759.29873
199 Alumni Grove,Full-Time,Rent,4,26,52676.03787
83 The Old Yard,Full-Time,Own,5,30,52510.2676
199 Academic Crescent,Part-Time,Rent,2,59,35198.66457
34 Alumni Grove,Unemployed,Rent,6,58,8510.154277
75 Blossom Rise,Retired,Own,2,45,20276.35263
39 Town Gate,Full-Time,Own,4,46,53651.88008
120 Union Street,Full-Time,Own,5,53,52356.68912
132 Bluebell View,Full-Time,Own,3,38,58093.73374
144 Prince’s Gate,Full-Time,Own,4,31,46464.04972
148 Station Road,Full-Time,Own,1,29,51050.05655
97 Butcher’s Row,Retired,Rent,2,39,25646.28454
32 Library Lane,Full-Time,Own,6,38,45131.86694
167 Stable Mews,Full-Time,Own,5,59,47200.85442
173 Chancellor Road,Part-Time,Own,4,52,28181.12513
36 Silverleaf Way,Full-Time,Rent,4,50,56889.18472
88 George Square,Full-Time,Own,2,30,47510.41521
152 Crown Street,Retired,Rent,2,32,26231.17633
47 Clock Tower Road,Full-Time,Rent,6,34,47477.69032
59 Exchange Place,Part-Time,Rent,1,46,25018.5483
42 Chapel Walk,Full-Time,Own,6,34,58515.59876
106 Academic Crescent,Part-Time,Own,5,43,24944.32065
129 Manor Row,Full-Time,Own,6,56,40201.35462
170 Willow Heights,Full-Time,Rent,4,38,45422.37397
124 Clock Tower Road,Full-Time,Own,4,48,45552.69752
124 Stable Mews,Retired,Rent,2,51,28015.87444
98 Professor’s Close,Full-Time,Own,5,42,45737.95326
53 Scholar’s Walk,Unemployed,Rent,5,28,10524.22967
139 Professor’s Close,Retired,Own,1,53,20074.52738
105 Study Mews,Full-Time,Own,6,55,57848.97258
105 Seminar Terrace,Unemployed,Rent,1,27,9039.810953
115 Town Gate,Part-Time,Own,3,41,30450.5868
